"work_group_id"	"status"	"evidence_commit"	"evidence_locator"	"discovery_command"	"verification_command"	"verification_result"	"closure_state"	"reason"	"falsifier"
"work-r3v-physical-device-c-original-line-30-3678a66b20b4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-separation-audit-py-original-line-150-d4ef891140af"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-separation-audit-py-original-line-180-0030b932fdbd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-separation-audit-py-original-line-72-99117368a48a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-r2vb-migration-follows-the-fixed-triang-7784fa8affab"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-public-gpu-producer-c-original-line-660-8f50a3dc25da"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-public-gpu-producer-c-original-line-706-04c4fad575d9"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-deferred-draw-admit-gpu-6dd3e8545a1b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-public-gpu-producer-c-main-int-argc-912f341d9dd8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-claude-md-original-line-7-fcdb94b0b1ef"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-pkgbuild-build-b8fcb98748bd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-stack-manifest-schema-json-original-line-33-6a316625e39d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-c-r3v-native-validate-mapped-ranges-struct-fb8313134b68"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-if-with-tests-0d619494ec18"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-cpu-vertex-job-bench-c-original-line-488-ae49204e157d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-public-surface-harness-c-main-void-9ef80fd09665"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-cpu-vertex-job-c-static-uint32-t-float-result-20a5f2f9a401"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-route-dispatch-timing-c-original-line-713-530ee31cd823"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-route-dispatch-timing-c-original-line-774-9c134032c702"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-pkgbuild-link-into-usr-05754d71c4ad"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-route-dispatch-timing-c-main-int-argc-a96b4aadbee5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-qualification-inventory-py-def-evaluate-registered-set-str-options-3f7d4c7e2fb6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-pkgbuild-check-9c1cc6d665fe"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-native-delivery-route-admission-and-oracle-model-md-original-9c6fce4e46a2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-native-delivery-route-admission-and-oracle-model-md-original-f7fda9046382"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-native-delivery-route-admission-and-oracle-model-md-make-6339d9ba4cbf"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-exit-status-0c0ea6485e2f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-r3v-native-deferred-draw-verify-gpu-399e0b9192ec"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-symbol-aa6b666dbb62"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-original-line-429-3ab72980ee73"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-original-line-503-ed6b565eff37"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-original-line-172-ddf5f8614090"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-original-line-188-dbd566cd59dd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-qualification-inventory-py-original-line-138-3c76e5fafff2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-physical-device-init-features-struct-bd2d88b13b70"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-hybrid-compute-enabled-void-9458755a9117"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-common-boundary-audit-py-original-line-28-c66244332c63"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-common-boundary-audit-py-original-line-67-71807bec458c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-original-line-8-0f7910eed4ac"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-common-consumer-census-py-original-line-119-3d25326bbd82"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-if-with-tests-0d695476f279"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-in-particular-ca665b7b1344"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-descriptor-test-c-original-line-268-60abce9b7060"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-descriptor-test-c-original-line-356-959cc9e3f3d8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-descriptor-test-c-original-line-375-3161df917648"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-descriptor-test-c-original-line-513-5d430b95f01e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-descriptor-test-c-original-line-8-6b039b02d892"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-if-with-tests-71b7dca6bbb7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-front-end-parity-manifest-original-line-1-697a7b4c2e43"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-vertex-front-end-parity-test-c-static-void-test-72006ada2107"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-rs480-family-integrated-graphics-processors-33f187f923d6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-qualification-inventory-py-original-line-206-f8a335e9bde5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-physical-device-init-properties-struct-087d6f8518c2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-makefile-artifact-check-source-root-check-vostro-prefix-check-7f7d1809db78"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-ratchet-py-original-line-122-4879ede8fa40"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-ratchet-py-original-line-71-bdd5f6f80b13"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-ratchet-py-original-line-118-a64276270e43"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-ratchet-py-original-line-38-c4f30cf20c32"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-ratchet-py-original-line-88-12c30eebeffb"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-ratchet-py-original-line-66-e836827155a4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-rename-allowlist-txt-original-line-14-40a92d3cde2c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-driver-root-audit-py-original-line-35-d582aea61d41"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-pkgbuild-install-pkgname-install-d2078529a9e0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-gallium-draw-software-tcl-because-mesa-classifies-the-d11e6446f556"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-and-drm-shim-evidence-rather-than-0f646a640c77"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-native-initializer-fc6b69c1932e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-owned-bo-under-an-explicit-unsnooped-2732e4c47964"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-rg-n-fixed-strings-e-r3v-83347987e20b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-get-image-format-properties-3dc19611b8c7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-submit-order-harness-c-original-line-229-be77caafb553"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-submit-order-harness-c-original-line-236-d596cce2f069"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-submit-order-harness-c-original-line-727-abaa3d9a6943"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-route-timing-digest-test-c-main-void-34efd76d8d3c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-submit-order-harness-c-run-arm-enum-arm-e2b8586c7be2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-attended-fetched-gpu-producer-procedure-md-original-line-d14af10c5b7a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-cell-c-admit-fetched-producer-struct-r3v-native-0049d6bdab02"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-native-delivery-route-admission-and-oracle-model-md-format-8e166018fb84"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-route-timing-digest-test-c-main-int-argc-d160cbadb9e4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-tcl-bypass-triangle-c-original-line-35-47d27cd7183b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-draw-c-r3v-cmddraw-vkcommandbuffer-commandbuffer-uint32-t-3b03554923a2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-triangle-manifest-c-main-int-argc-char-argv-f7cd5813dd0c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-queue-c-enum-r3v-native-observed-route-bac9b09ccbb5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-qualification-inventory-py-original-line-115-b7998f1a8b6c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-r3v-native-cmd-buffer-execute-deferred-c0ced8e843f8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-arming-runner-c-main-int-argc-char-argv-c11be7853cf4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-implementation-boundaries-md-reference-pass-offline-kernel-parser-re-c3000375a3dc"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-compute-verb-c-r300-compute-verb-rows-valid-const-fb88b09d2bae"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-compute-verb-h-enum-r300-compute-verb-2d9ca2088e13"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-emitting-after-issuing-the-prefetch-the-one-wait-8af6c430f1a2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-agents-md-source-comments-name-durable-mechanisms-exact-chip-isa-d2c3912f060e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-transfer-ops-test-c-original-line-169-8a9f3e2f621e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-transfer-ops-test-c-original-line-344-9f612a985544"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdbeginquery-f57553b30383"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdfillbuffer-00c7cf77fb22"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-descriptor-test-c-check-update-poison-const-struct-de0168abcf31"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-r3v-cmdbinddescriptorsets-vkcommandbuffer-commandbu-c29168f34ac1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-r3v-cmddispatch-vkcommandbuffer-commandbuffer-uint3-ab9e110639fe"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-r3v-updatedescriptorsets-vkdevice-device-uint32-t-08f2e8c91222"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-h-struct-r3v-native-vertex-stream-desc-48564f5af6d1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-pipeline-c-fixed-state-matches-cell-const-vkgraphicspipelinec-e421fcd80050"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-private-h-extern-c-63a21abce17b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-native-copy-buffer-range-ok-218308edec53"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdresetevent-b71a8165ef41"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-c-r3v-resetevent-vkdevice-device-vkevent-event-010649ed9072"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-lifetime-test-c-check-sampler-use-fail-988552c6abb0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdendquery-290ec3676967"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-lifetime-test-c-check-query-zero-span-2e2a1a740763"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-lifetime-test-c-check-host-events-const-3759cddb8cfb"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-h-struct-r3v-native-query-pool-0d4140e72d67"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-physical-device-init-limits-struct-45aed731754b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-if-with-tests-and-with-tools-contains-drm-1eebd483b0f6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-advertised-surface-deqp-binding-tsv-original-line-8-9b9190c10f30"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-lifetime-test-c-check-buffer-binding-const-414936dceb58"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-compute-c-r3v-createdescriptorsetlayout-vkdevice-device-f637baf936e2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-recording-c-r3v-cmdclearcolorimage-64444ff4dc3d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-233-89aeb9bc6035"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-312-ed542a491718"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-389-986d8425236a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-435-f7fbe186c089"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-480-db9770ec16d2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-257-dfe379ae9ad8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-292-7b84d11cd052"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-541-2012bc3e8353"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-71-fd38879168a2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-class-runnerrefusal-exception-2f5da6707149"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-nonpass-ledger-tsv-original-line-2-eb6786ee734c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-getphysicaldevicequeuefamilyproperties2-vkphys-19ae2db7502b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r300-compute-verb-c-static-const-struct-r300-compute-verb-e298b05a31e3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-partition-py-original-line-216-0809d4e66236"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-partition-py-original-line-255-2d1db908f12d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-partition-py-original-line-275-68a4353107c2"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-partition-py-original-line-291-37b2735fbe75"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-partition-py-original-line-245-a2f69a5dda2b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-execute-args-9396c0cd229d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-seal-receipt-e4e20bebf64e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-hazard-is-assigned-from-the-cts-sources-a-d9bc20366441"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-220-0649dd453d54"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-287-b2bdf50b42c4"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-431-4f0b80b4d69f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-648-18f45218d96c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-768-aa07e5b0c2af"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-645-2f165e1c6db7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-798-94ac79451ec6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-724-94f47181c2dd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-869-afb1b60350bc"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-889-d8dc75faa956"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-meson-build-r3v-native-files-files-ddc0c86c5189"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-308-47b1f8227465"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-c-original-line-590-5952f7e1a4a1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-204-9ee85ce5ffdf"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-214-fff6accafec8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-122-9c894559b7c5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-277-326fa3d6036c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-57-967f09bcf8f6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-100-811188037f75"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-53-360eccac05d3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-30-7cdeb8742e88"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-original-line-55-0073ba97075a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-selftest-fixture-qpa-b5b9f885426e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-78-36dc564ad672"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-host-identity-d85b49352e99"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-read-caselist-path-52440271595e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-device-c-r3v-createdevice-vkphysicaldevice-physicaldevice-61cd5ee7eac7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-get-format-properties-const-struct-9f2e5eccc034"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-112-d51947035e19"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-115-29f277b9a1e0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-120-56b3447c1c07"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-143-3b95da54c56d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-36-38f5e2919d65"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-136-b5478e38a1d5"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-6-7e8c1ae5769c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-68-57e4a7d2d814"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-110-df794fa7aea7"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-113-1cf10e0e8580"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-original-line-59-0ad00db77310"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-default-context-requires-a-graphics-compute-queue-and-9d9747f10970"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-138-b19a8511c65c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-172-f4bde9741e21"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-184-fedd90c38949"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-19-50f883532fc8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-195-468c903955ec"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-57-24d592afa114"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-wsi-denominator-md-original-line-203-895cbb0cd6d1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-physical-device-c-r3v-wsi-proc-addr-vkphysicaldevice-physicaldevice-1a4fbf89acfd"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-object-lifetime-test-c-check-buffer-view-refusal-d0443dcccacc"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-transfer-ops-test-c-check-texel-formats-const-8da4f5f6f360"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-population-plausibly-does-9c7c6af223b6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-pr-sized-rung-and-f176e3226d5a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-image-c-r3v-createimage-vkdevice-device-const-vkimagecreatein-9e4f03d70557"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-run-mode-expect-dmesg-after-a8998dfa7053"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-passes-timeout-the-receipt-keeps-the-exit-code-df650aaceb7c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-before-deqp-vk-memory-2207c737ccd3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-nonpass-ledger-tsv-compatibility-warning-compatibilitywa-11f73e62f22b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-619-c998804756c8"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-517-e8c56b550af3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-701-2a4f32eebe97"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-736-33d2d9e2f1c0"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-113-eed1c540ee22"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-269-c4e6a6daf118"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-308-dbee20dcaea1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-445-b1e4555148b3"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-496-e2251cc15561"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-552-fcd27aa8590b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-618-7ec56d7c989e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-627-75d1854ef9fc"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-818-4272033268ec"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-92-14f428ed3e5a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-711-8d2c603623ed"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-rs482-gpu-compute-substrate-atlas-md-original-line-247-d7bee3fa451e"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-compose-shard-py-original-line-66-37f563bfa65c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-harness-c-main-int-argc-char-48d17a9f3e1f"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-plan-capture-c-r3v-native-plan-capture-init-846f23753340"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-original-line-108-a474b61b681a"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-original-line-16-84f2eee6f540"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-records-shader-admission-r300-command-stream-construction-drm-8227acc0ac61"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-readme-md-an-ib-and-r3v-native-plan-capture-record-ca987136b886"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-host-model-fail-decomposition-md-above-and-a-concurrent-5791d88e78d1"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-evidence-class-env-host-icd-80efb943b220"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-hazard-probe-e018b4523c20"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-original-line-155-92c9b29cafd6"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-the-first-eleven-by-hazard-d9273b4bf88d"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-native-transfer-ops-test-c-check-optimal-tiling-const-e6548268d754"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-conformance-runner-py-def-planning-tracer-declared-3ff18605778c"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-the-preceding-receipts-are-r3v-68f2e1c7131b"	"unassessed"	""	""	""	""	""	"open"	""	""
"work-r3v-current-program-status-md-commit-whose-state-a-revision-44bc7b5223a5"	"unassessed"	""	""	""	""	""	"open"	""	""
